user1_id,user2_id,common_interest,timestamp,avg_lat,avg_lon
1,12,Networking,2024-04-25 09:36:44,39.950878,-75.194481
1,14,Networking,2024-04-25 08:52:25,39.951111499999996,-75.196233
1,15,Networking,2024-04-25 09:32:06,39.9503725,-75.1967415
1,17,Networking,2024-04-25 09:01:16,39.952555000000004,-75.1951325
1,18,Networking,2024-04-25 09:14:38,39.9502465,-75.197608
1,21,Data Science,2024-04-25 09:42:32,39.948176000000004,-75.1979475
1,22,Networking,2024-04-25 09:37:39,39.949278,-75.1927665
1,23,Networking,2024-04-25 08:48:42,39.9499025,-75.1942845
1,25,Networking,2024-04-25 09:20:00,39.951488999999995,-75.196545
1,30,Networking,2024-04-25 08:48:42,39.949544,-75.19816349999999
1,34,Networking,2024-04-25 09:47:38,39.950183499999994,-75.194985
1,35,Networking,2024-04-25 08:55:17,39.948066,-75.197988
1,1,1,2024-04-25 03:46:41,39.955106,-75.1959885
1,2,Networking,2024-04-25 03:25:24,39.9522255,-75.19908050000001
1,12,Networking,2024-04-25 02:52:22,39.9529155,-75.196214
1,16,Data Science,2024-04-25 02:52:22,39.951736,-75.198672
1,18,Networking,2024-04-25 03:21:37,39.9550135,-75.1952915
1,20,Networking,2024-04-25 02:52:22,39.953222,-75.19646750000001
1,20,Networking,2024-04-25 02:52:22,39.953958,-75.198478
1,22,Networking,2024-04-25 03:25:38,39.953612,-75.1997745
1,24,Networking,2024-04-25 03:04:15,39.955725,-75.20009999999999
1,26,Networking,2024-04-25 03:16:38,39.9538205,-75.2002585
1,31,Networking,2024-04-25 03:09:32,39.954535,-75.196397
1,32,Data Science,2024-04-25 03:18:29,39.954987,-75.199331
1,33,Networking,2024-04-25 03:13:46,39.9537435,-75.199521
1,36,Networking,2024-04-25 02:52:22,39.954133999999996,-75.1972865
1,37,Networking,2024-04-25 03:30:18,39.951293,-75.1982055
1,39,Networking,2024-04-25 03:36:44,39.953334999999996,-75.199243
1,3,Data Science,2024-04-25 12:29:25,39.949175999999994,-75.19807349999999
1,5,Networking,2024-04-25 12:44:58,39.9516095,-75.197034
1,11,Networking,2024-04-25 12:29:25,39.949012999999994,-75.195335
1,11,Networking,2024-04-25 12:29:25,39.950064,-75.199814
1,14,Networking,2024-04-25 12:29:25,39.951910999999996,-75.1963975
1,16,Data Science,2024-04-25 13:28:28,39.95018,-75.1970925
1,19,Networking,2024-04-25 12:29:25,39.951898,-75.19829250000001
1,27,Networking,2024-04-25 12:29:25,39.951004499999996,-75.1970685
1,30,Networking,2024-04-25 13:27:49,39.9490005,-75.199829
1,30,Networking,2024-04-25 12:43:36,39.949824,-75.194878
1,33,Networking,2024-04-25 12:32:55,39.952942,-75.194647
1,33,Networking,2024-04-25 13:22:59,39.950323499999996,-75.195472
1,36,Networking,2024-04-25 12:50:30,39.950895,-75.1978315
1,2,Networking,2024-04-25 03:46:41,39.9523545,-75.195874
1,7,Networking,2024-04-25 04:06:30,39.953317,-75.197666
1,12,Networking,2024-04-25 04:14:23,39.9532935,-75.1973335
1,18,Networking,2024-04-25 03:59:10,39.955004,-75.19564
1,18,Networking,2024-04-25 03:46:41,39.9551425,-75.19208499999999
1,19,Networking,2024-04-25 04:37:19,39.954130500000005,-75.1927535
1,21,Data Science,2024-04-25 04:00:20,39.952011999999996,-75.19628399999999
1,22,Networking,2024-04-25 03:46:41,39.953741,-75.196568
1,23,Networking,2024-04-25 04:42:15,39.954738500000005,-75.19208
1,24,Networking,2024-04-25 03:46:41,39.955854,-75.19689349999999
1,26,Networking,2024-04-25 03:46:41,39.9539495,-75.197052
1,26,Networking,2024-04-25 03:57:07,39.9533005,-75.196246
1,31,Networking,2024-04-25 03:46:41,39.954664,-75.1931905
1,32,Data Science,2024-04-25 03:46:41,39.955116000000004,-75.1961245
1,33,Networking,2024-04-25 03:46:41,39.9538725,-75.1963145
1,37,Networking,2024-04-25 03:46:41,39.951422,-75.194999
1,39,Networking,2024-04-25 03:46:41,39.953464,-75.19603649999999
2,7,Consultancy,2024-04-25 04:57:06,39.9544025,-75.1932175
2,7,Consultancy,2024-04-25 04:55:46,39.953098499999996,-75.19878650000001
2,7,Consultancy,2024-04-25 05:27:34,39.954847,-75.197542
2,12,Consultancy,2024-04-25 04:55:46,39.953075,-75.198454
2,13,Consultancy,2024-04-25 05:09:32,39.954517499999994,-75.19811050000001
2,15,Consultancy,2024-04-25 05:04:57,39.95307,-75.19668150000001
2,17,Consultancy,2024-04-25 05:38:15,39.9555455,-75.1987475
2,18,Networking,2024-04-25 04:55:46,39.9547855,-75.19676050000001
2,19,Consultancy,2024-04-25 04:55:46,39.953912,-75.193874
2,20,Consultancy,2024-04-25 05:15:31,39.9520105,-75.19594000000001
2,20,Consultancy,2024-04-25 05:06:43,39.954781499999996,-75.1934345
2,21,Consultancy,2024-04-25 04:55:46,39.951793499999994,-75.1974045
2,23,Consultancy,2024-04-25 04:55:46,39.95452,-75.1932005
2,24,Consultancy,2024-04-25 05:26:44,39.9520875,-75.19501550000001
2,26,Consultancy,2024-04-25 05:32:40,39.953265,-75.19644500000001
2,26,Consultancy,2024-04-25 04:55:46,39.953081999999995,-75.1973665
2,26,Consultancy,2024-04-25 05:48:24,39.955274,-75.1985465
2,33,Networking,2024-04-25 05:16:04,39.95189499999999,-75.1972755
2,7,Consultancy,2024-04-25 04:06:30,39.9504365,-75.20075800000001
2,12,Consultancy,2024-04-25 03:25:24,39.950164,-75.1960995
2,12,Consultancy,2024-04-25 04:14:23,39.950413,-75.2004255
2,18,Networking,2024-04-25 03:59:10,39.9521235,-75.198732
2,18,Networking,2024-04-25 03:25:24,39.952262000000005,-75.195177
2,20,Consultancy,2024-04-25 03:25:24,39.9504705,-75.196353
2,20,Consultancy,2024-04-25 03:25:24,39.9512065,-75.1983635
2,21,Consultancy,2024-04-25 04:00:20,39.9491315,-75.199376
2,22,Networking,2024-04-25 03:25:38,39.950860500000005,-75.19966
2,24,Consultancy,2024-04-25 03:25:24,39.9529735,-75.1999855
2,26,Consultancy,2024-04-25 03:25:24,39.951069000000004,-75.200144
2,26,Consultancy,2024-04-25 03:57:07,39.95042,-75.199338
2,31,Consultancy,2024-04-25 03:25:24,39.951783500000005,-75.1962825
2,32,Consultancy,2024-04-25 03:25:24,39.9522355,-75.1992165
2,33,Networking,2024-04-25 03:25:24,39.950992,-75.19940650000001
2,37,Consultancy,2024-04-25 03:30:18,39.948541500000005,-75.198091
2,39,Consultancy,2024-04-25 03:36:44,39.9505835,-75.1991285
2,4,Consultancy,2024-04-25 16:53:47,39.948458,-75.20027999999999
2,9,Networking,2024-04-25 16:53:47,39.947987499999996,-75.196754
2,16,Consultancy,2024-04-25 16:53:47,39.9517405,-75.1999055
2,17,Consultancy,2024-04-25 17:02:07,39.948392,-75.2007735
2,18,Networking,2024-04-25 17:38:25,39.9497965,-75.196735
2,19,Consultancy,2024-04-25 17:02:34,39.9517505,-75.1990645
2,22,Networking,2024-04-25 16:53:47,39.948356,-75.200428
2,23,Consultancy,2024-04-25 16:53:47,39.951539,-75.199768
2,27,Consultancy,2024-04-25 16:53:47,39.951459,-75.200733
2,30,Consultancy,2024-04-25 16:53:47,39.9495485,-75.19966400000001
2,32,Consultancy,2024-04-25 17:29:10,39.948997,-75.1975775
2,34,Consultancy,2024-04-25 17:47:54,39.950188999999995,-75.201304
2,35,Consultancy,2024-04-25 16:53:47,39.9497715,-75.1962465
2,37,Consultancy,2024-04-25 17:48:13,39.9505345,-75.1990735
2,40,Consultancy,2024-04-25 16:53:47,39.952209999999994,-75.197325
2,6,Consultancy,2024-04-25 23:10:50,39.950146000000004,-75.19600349999999
2,6,Consultancy,2024-04-25 23:10:50,39.949025000000006,-75.19579
2,15,Consultancy,2024-04-25 23:10:50,39.948969000000005,-75.1985865
2,18,Networking,2024-04-25 23:10:50,39.950565,-75.198091
2,22,Networking,2024-04-25 23:10:50,39.949227500000006,-75.197502
2,24,Consultancy,2024-04-25 23:10:50,39.9509265,-75.1959165
2,25,Networking,2024-04-25 23:10:50,39.951899499999996,-75.196529
2,26,Consultancy,2024-04-25 23:10:50,39.9502665,-75.1971485
2,31,Consultancy,2024-04-25 23:12:32,39.95205,-75.197125
2,4,Consultancy,2024-04-25 08:56:29,39.9523155,-75.19439349999999
2,8,Consultancy,2024-04-25 09:54:02,39.952158999999995,-75.1974985
2,9,Networking,2024-04-25 09:46:01,39.952058,-75.197678
2,11,Consultancy,2024-04-25 08:56:29,39.9531365,-75.19288499999999
2,12,Consultancy,2024-04-25 09:36:44,39.953011000000004,-75.1939235
2,14,Consultancy,2024-04-25 08:56:29,39.9532445,-75.1956755
2,15,Consultancy,2024-04-25 09:32:06,39.9525055,-75.19618399999999
2,17,Consultancy,2024-04-25 09:01:16,39.954688000000004,-75.194575
2,18,Networking,2024-04-25 09:14:38,39.9523795,-75.19705049999999
2,21,Consultancy,2024-04-25 09:42:32,39.950309000000004,-75.19739
2,22,Networking,2024-04-25 09:37:39,39.951411,-75.19220899999999
2,23,Consultancy,2024-04-25 08:56:29,39.9520355,-75.193727
2,25,Networking,2024-04-25 09:20:00,39.953621999999996,-75.1959875
2,34,Consultancy,2024-04-25 09:47:38,39.952316499999995,-75.19442749999999
2,35,Consultancy,2024-04-25 08:56:29,39.950199,-75.1974305
2,37,Consultancy,2024-04-25 09:54:24,39.9504575,-75.1927995
2,3,Consultancy,2024-04-25 18:36:14,39.955374000000006,-75.19874150000001
2,4,Consultancy,2024-04-25 18:23:33,39.952960000000004,-75.198048
2,10,Consultancy,2024-04-25 19:15:37,39.9543295,-75.200484
2,17,Consultancy,2024-04-25 18:54:33,39.9511705,-75.2019075
2,18,Networking,2024-04-25 18:23:33,39.952898000000005,-75.1974615
2,20,Consultancy,2024-04-25 18:23:33,39.9530175,-75.20019350000001
2,23,Consultancy,2024-04-25 18:23:33,39.954183,-75.20125200000001
2,27,Consultancy,2024-04-25 18:40:23,39.9546135,-75.1986885
2,27,Consultancy,2024-04-25 18:58:06,39.950781500000005,-75.1973205
2,32,Consultancy,2024-04-25 18:23:33,39.952054000000004,-75.19999100000001
2,32,Consultancy,2024-04-25 18:23:33,39.952098500000005,-75.19830400000001
2,32,Consultancy,2024-04-25 18:25:14,39.952605000000005,-75.20134150000001
2,34,Consultancy,2024-04-25 18:23:33,39.9532905,-75.2020305
2,35,Consultancy,2024-04-25 18:29:05,39.9528725,-75.1992285
2,37,Consultancy,2024-04-25 18:23:33,39.953636,-75.19980000000001
3,4,Data Science,2024-04-25 18:36:14,39.954034,-75.19500550000001
3,10,Art,2024-04-25 19:15:37,39.9554035,-75.1974415
3,17,Art,2024-04-25 18:54:33,39.952244500000006,-75.19886500000001
3,18,Data Science,2024-04-25 18:36:14,39.953972,-75.19441900000001
3,20,Art,2024-04-25 18:36:14,39.954091500000004,-75.197151
3,23,Art,2024-04-25 18:36:14,39.955257,-75.1982095
3,27,Art,2024-04-25 18:40:23,39.955687499999996,-75.19564600000001
3,27,Art,2024-04-25 18:58:06,39.9518555,-75.194278
3,32,Data Science,2024-04-25 18:36:14,39.953128,-75.1969485
3,32,Data Science,2024-04-25 18:36:14,39.953679,-75.198299
3,34,Art,2024-04-25 18:36:14,39.9543645,-75.198988
3,35,Data Science,2024-04-25 18:36:14,39.9539465,-75.19618600000001
3,37,Data Science,2024-04-25 18:36:14,39.954710000000006,-75.1967575
3,39,Data Science,2024-04-25 19:32:27,39.9545485,-75.1938935
3,4,Data Science,2024-04-25 08:46:29,39.9516795,-75.19753449999999
3,6,Art,2024-04-25 07:47:16,39.9511165,-75.1953185
3,6,Art,2024-04-25 07:47:16,39.9521655,-75.1955895
3,6,Art,2024-04-25 07:47:16,39.953029,-75.19996649999999
3,11,Data Science,2024-04-25 08:21:40,39.9525005,-75.19602599999999
3,14,Data Science,2024-04-25 07:47:16,39.953497,-75.197123
3,14,Data Science,2024-04-25 07:47:16,39.949831,-75.200789
3,15,Data Science,2024-04-25 07:47:16,39.952392,-75.1972845
3,21,Data Science,2024-04-25 07:47:16,39.95042,-75.197031
3,23,Art,2024-04-25 08:00:45,39.9513995,-75.196868
3,24,Data Science,2024-04-25 07:47:16,39.950772,-75.197469
3,30,Art,2024-04-25 07:50:35,39.951041000000004,-75.200747
3,30,Art,2024-04-25 07:47:16,39.951554,-75.1973945
3,37,Data Science,2024-04-25 07:47:16,39.952901999999995,-75.19612649999999
3,40,Data Science,2024-04-25 07:47:16,39.950833,-75.19707
3,5,Data Science,2024-04-25 12:44:58,39.9501925,-75.1985235
3,11,Data Science,2024-04-25 12:25:52,39.947596,-75.19682449999999
3,11,Data Science,2024-04-25 12:25:52,39.948646999999994,-75.2013035
3,14,Data Science,2024-04-25 12:25:52,39.950494,-75.19788700000001
3,19,Art,2024-04-25 12:25:52,39.950480999999996,-75.199782
3,27,Art,2024-04-25 12:25:52,39.9495875,-75.19855799999999
3,30,Art,2024-04-25 12:43:36,39.948407,-75.19636750000001
3,33,Data Science,2024-04-25 12:32:55,39.951525000000004,-75.1961365
3,33,Data Science,2024-04-25 13:22:59,39.9489065,-75.1969615
3,36,Data Science,2024-04-25 12:50:30,39.949478,-75.199321
3,38,Art,2024-04-25 12:25:52,39.949800499999995,-75.2011235
3,5,Data Science,2024-04-25 13:40:22,39.948074,-75.19858049999999
3,5,Data Science,2024-04-25 13:30:10,39.9507155,-75.19975
3,8,Art,2024-04-25 13:51:15,39.948209,-75.1974895
3,8,Art,2024-04-25 14:19:06,39.949406499999995,-75.201619
3,10,Art,2024-04-25 14:20:04,39.952159,-75.201379
3,12,Data Science,2024-04-25 14:28:30,39.951589999999996,-75.1970445
3,16,Data Science,2024-04-25 13:30:10,39.949286,-75.1998085
3,21,Data Science,2024-04-25 13:49:31,39.9489425,-75.1987895
3,23,Art,2024-04-25 14:24:35,39.949402500000005,-75.2018405
3,30,Art,2024-04-25 13:30:10,39.9481065,-75.202545
3,30,Art,2024-04-25 13:30:10,39.948930000000004,-75.19759400000001
3,33,Data Science,2024-04-25 13:30:10,39.952048000000005,-75.197363
3,33,Data Science,2024-04-25 13:30:10,39.9494295,-75.198188
3,36,Data Science,2024-04-25 13:30:10,39.950001,-75.2005475
3,5,Data Science,2024-04-25 20:18:56,39.952108,-75.1926695
3,5,Data Science,2024-04-25 20:38:02,39.949421,-75.19384249999999
3,7,Art,2024-04-25 20:52:18,39.951061,-75.192703
3,9,Data Science,2024-04-25 19:57:45,39.953232,-75.19354899999999
3,10,Art,2024-04-25 19:56:49,39.952133,-75.1965935
3,10,Art,2024-04-25 20:19:15,39.950545000000005,-75.193855
3,13,Data Science,2024-04-25 20:36:07,39.952071000000004,-75.19267099999999
3,15,Data Science,2024-04-25 20:49:20,39.953065,-75.1971385
3,19,Art,2024-04-25 20:46:04,39.950637,-75.197123
3,25,Data Science,2024-04-25 20:39:28,39.95085,-75.19625049999999
3,25,Data Science,2024-04-25 19:58:22,39.948613,-75.19780449999999
3,25,Data Science,2024-04-25 20:12:42,39.949566000000004,-75.19343549999999
3,27,Art,2024-04-25 19:56:49,39.948585,-75.19343
3,28,Data Science,2024-04-25 20:26:07,39.9518575,-75.1981845
3,34,Art,2024-04-25 20:49:44,39.94919350000001,-75.1930485
3,38,Art,2024-04-25 20:18:28,39.951047,-75.196965
3,39,Data Science,2024-04-25 19:56:49,39.951278,-75.1930455
3,40,Data Science,2024-04-25 20:53:15,39.95244,-75.1969775
3,4,Data Science,2024-04-25 21:21:07,39.955304,-75.1936575
3,5,Data Science,2024-04-25 21:08:41,39.9551675,-75.19295500000001
3,5,Data Science,2024-04-25 21:08:41,39.9524805,-75.194128
3,7,Art,2024-04-25 21:08:41,39.9541205,-75.1929885
3,10,Art,2024-04-25 21:08:41,39.9536045,-75.1941405
3,13,Data Science,2024-04-25 21:08:41,39.955130499999996,-75.19295650000001
3,14,Data Science,2024-04-25 21:13:43,39.954587000000004,-75.1972525
3,15,Data Science,2024-04-25 21:08:41,39.9561245,-75.197424
3,16,Data Science,2024-04-25 21:38:09,39.955798,-75.1982855
3,19,Art,2024-04-25 21:08:41,39.9536965,-75.1974085
3,22,Data Science,2024-04-25 21:32:23,39.9538345,-75.1982005
3,25,Data Science,2024-04-25 21:08:41,39.9539095,-75.19653600000001
3,25,Data Science,2024-04-25 21:08:41,39.952625499999996,-75.19372100000001
3,28,Data Science,2024-04-25 21:08:41,39.954917,-75.19847
3,29,Data Science,2024-04-25 21:21:57,39.952484999999996,-75.1958985
3,29,Data Science,2024-04-25 21:08:41,39.9545965,-75.1980745
3,32,Data Science,2024-04-25 21:50:49,39.9551765,-75.19316599999999
3,33,Data Science,2024-04-25 21:08:41,39.952918,-75.194722
3,34,Art,2024-04-25 21:08:41,39.952253,-75.193334
3,34,Art,2024-04-25 21:11:33,39.954392,-75.1978385
3,35,Data Science,2024-04-25 21:08:41,39.952380500000004,-75.194452
3,37,Data Science,2024-04-25 21:13:47,39.953601500000005,-75.19515100000001
3,37,Data Science,2024-04-25 21:43:29,39.9524825,-75.196257
3,38,Art,2024-04-25 21:08:41,39.9541065,-75.1972505
3,38,Art,2024-04-25 21:38:20,39.954079,-75.195509
3,40,Data Science,2024-04-25 21:08:41,39.9554995,-75.19726299999999
3,40,Data Science,2024-04-25 21:58:42,39.9532435,-75.1935585
4,9,Data Science,2024-04-25 09:46:01,39.95133250000001,-75.1990145
4,11,Data Science,2024-04-25 08:46:29,39.952411,-75.1942215
4,12,Data Science,2024-04-25 09:36:44,39.9522855,-75.19525999999999
4,14,Data Science,2024-04-25 08:52:25,39.952519,-75.197012
4,15,Data Science,2024-04-25 09:32:06,39.95178,-75.1975205
4,17,Consultancy,2024-04-25 09:01:16,39.9539625,-75.1959115
4,18,Data Science,2024-04-25 09:14:38,39.951654000000005,-75.198387
4,21,Data Science,2024-04-25 09:42:32,39.9495835,-75.19872649999999
4,22,Data Science,2024-04-25 09:37:39,39.950685500000006,-75.1935455
4,23,Consultancy,2024-04-25 08:46:29,39.95131000000001,-75.1950635
4,25,Data Science,2024-04-25 09:20:00,39.9528965,-75.19732400000001
4,30,Consultancy,2024-04-25 08:46:29,39.9509515,-75.1989425
4,35,Data Science,2024-04-25 08:55:17,39.949473499999996,-75.198767
4,5,Data Science,2024-04-25 21:21:07,39.9517585,-75.19321149999999
4,7,Consultancy,2024-04-25 21:21:07,39.953398500000006,-75.192072
4,13,Data Science,2024-04-25 21:21:07,39.9544085,-75.19203999999999
4,14,Data Science,2024-04-25 21:21:07,39.953865,-75.196336
4,15,Data Science,2024-04-25 21:21:07,39.955402500000005,-75.1965075
4,16,Data Science,2024-04-25 21:38:09,39.955076000000005,-75.19736900000001
4,19,Consultancy,2024-04-25 21:21:07,39.952974499999996,-75.196492
4,22,Data Science,2024-04-25 21:32:23,39.9531125,-75.197284
4,25,Data Science,2024-04-25 21:21:07,39.9531875,-75.19561949999999
4,28,Data Science,2024-04-25 21:21:07,39.954195,-75.1975535
4,29,Data Science,2024-04-25 21:21:57,39.951763,-75.194982
4,29,Data Science,2024-04-25 21:21:07,39.9538745,-75.197158
4,32,Data Science,2024-04-25 21:50:49,39.9544545,-75.1922495
4,33,Data Science,2024-04-25 21:21:07,39.952196,-75.1938055
4,34,Consultancy,2024-04-25 21:21:07,39.951531,-75.1924175
4,34,Consultancy,2024-04-25 21:21:07,39.95367,-75.196922
4,35,Data Science,2024-04-25 21:21:07,39.9516585,-75.1935355
4,37,Data Science,2024-04-25 21:21:07,39.9528795,-75.1942345
4,37,Data Science,2024-04-25 21:43:29,39.951760500000006,-75.1953405
4,38,Consultancy,2024-04-25 21:38:20,39.953357,-75.1945925
4,40,Data Science,2024-04-25 21:21:07,39.954777500000006,-75.1963465
4,40,Data Science,2024-04-25 21:58:42,39.9525215,-75.192642
4,7,Consultancy,2024-04-25 15:57:29,39.950835,-75.1980155
4,9,Data Science,2024-04-25 16:17:59,39.9483485,-75.196703
4,12,Data Science,2024-04-25 15:57:29,39.950858499999995,-75.1963125
4,16,Data Science,2024-04-25 16:28:48,39.9521015,-75.19985449999999
4,22,Data Science,2024-04-25 16:51:04,39.948717,-75.200377
4,23,Consultancy,2024-04-25 16:04:55,39.951899999999995,-75.19971699999999
4,27,Consultancy,2024-04-25 16:44:31,39.95182,-75.200682
4,28,Data Science,2024-04-25 15:57:29,39.950894500000004,-75.198155
4,28,Data Science,2024-04-25 15:57:29,39.951028,-75.19697099999999
4,30,Consultancy,2024-04-25 16:30:59,39.949909500000004,-75.199613
4,35,Data Science,2024-04-25 16:42:30,39.950132499999995,-75.19619549999999
4,40,Data Science,2024-04-25 15:57:29,39.952571,-75.197274
4,17,Consultancy,2024-04-25 18:54:33,39.949830500000004,-75.1981715
4,18,Data Science,2024-04-25 18:15:22,39.951558,-75.1937255
4,20,Consultancy,2024-04-25 18:22:46,39.9516775,-75.19645750000001
4,23,Consultancy,2024-04-25 18:15:22,39.952843,-75.19751600000001
4,27,Consultancy,2024-04-25 18:40:23,39.953273499999995,-75.1949525
4,27,Consultancy,2024-04-25 18:58:06,39.9494415,-75.1935845
4,32,Data Science,2024-04-25 18:15:22,39.950714,-75.19625500000001
4,32,Data Science,2024-04-25 18:15:22,39.9507585,-75.194568
4,32,Data Science,2024-04-25 18:25:14,39.951265,-75.19760550000001
4,34,Consultancy,2024-04-25 18:15:22,39.951950499999995,-75.1982945
4,35,Data Science,2024-04-25 18:29:05,39.9515325,-75.1954925
4,37,Data Science,2024-04-25 18:15:22,39.952296000000004,-75.196064
4,5,Data Science,2024-04-25 00:21:41,39.9544455,-75.19903450000001
4,8,Consultancy,2024-04-25 00:18:28,39.9540335,-75.199806
4,12,Data Science,2024-04-24 23:43:49,39.9542325,-75.1975345
4,13,Data Science,2024-04-24 23:37:37,39.9523235,-75.1994775
4,16,Data Science,2024-04-25 00:29:08,39.9521655,-75.1996565
4,19,Consultancy,2024-04-25 00:32:06,39.954567,-75.200602
4,21,Data Science,2024-04-25 00:07:04,39.950829999999996,-75.19995750000001
4,24,Data Science,2024-04-25 00:04:46,39.9509065,-75.20129650000001
4,28,Data Science,2024-04-25 00:11:47,39.950925999999995,-75.196024
4,33,Data Science,2024-04-24 23:48:38,39.9503095,-75.198726
4,35,Data Science,2024-04-24 23:41:13,39.951420999999996,-75.19565800000001
4,36,Data Science,2024-04-24 23:50:14,39.9517055,-75.20128650000001
4,39,Data Science,2024-04-24 23:37:37,39.950542,-75.20093299999999
5,5,5,2024-04-25 13:40:22,39.9499845,-75.1963145
5,7,Networking,2024-04-25 14:32:04,39.948449499999995,-75.194083
5,8,Networking,2024-04-25 13:51:15,39.947478,-75.194054
5,8,Networking,2024-04-25 14:19:06,39.94867549999999,-75.1981835
5,8,Networking,2024-04-25 14:33:13,39.949755999999994,-75.1960155
5,10,Networking,2024-04-25 14:20:04,39.951428,-75.19794350000001
5,12,Data Science,2024-04-25 14:28:30,39.950858999999994,-75.193609
5,16,Data Science,2024-04-25 13:40:22,39.948555,-75.196373
5,21,Data Science,2024-04-25 13:49:31,39.9482115,-75.19535400000001
5,23,Networking,2024-04-25 14:24:35,39.9486715,-75.19840500000001
5,30,Networking,2024-04-25 13:40:22,39.9473755,-75.19910949999999
5,30,Networking,2024-04-25 13:40:22,39.948199,-75.1941585
5,33,Data Science,2024-04-25 13:40:22,39.9486985,-75.19475249999999
5,36,Data Science,2024-04-25 13:40:22,39.94927,-75.197112
5,8,Networking,2024-04-25 00:21:41,39.95581,-75.1993755
5,10,Networking,2024-04-25 00:59:35,39.9521975,-75.200873
5,12,Data Science,2024-04-25 00:21:41,39.956008999999995,-75.197104
5,13,Data Science,2024-04-25 00:21:41,39.9541,-75.19904700000001
5,16,Data Science,2024-04-25 00:29:08,39.953942,-75.19922600000001
5,19,Networking,2024-04-25 00:32:06,39.9563435,-75.20017150000001
5,21,Data Science,2024-04-25 00:21:41,39.9526065,-75.199527
5,24,Data Science,2024-04-25 00:21:41,39.95268299999999,-75.200866
5,28,Data Science,2024-04-25 00:21:41,39.9527025,-75.1955935
5,29,Data Science,2024-04-25 01:00:12,39.953256499999995,-75.1965515
5,33,Data Science,2024-04-25 00:21:41,39.952085999999994,-75.1982955
5,34,Networking,2024-04-25 00:58:39,39.952748,-75.19728599999999
5,35,Data Science,2024-04-25 00:21:41,39.9531975,-75.1952275
5,36,Data Science,2024-04-25 00:21:41,39.953481999999994,-75.200856
5,36,Data Science,2024-04-25 00:45:22,39.9542565,-75.20077900000001
5,39,Data Science,2024-04-25 00:52:27,39.956351999999995,-75.1950195
5,40,Data Science,2024-04-25 00:51:57,39.952158999999995,-75.1978405
5,11,Data Science,2024-04-25 12:44:58,39.9500295,-75.195785
5,11,Data Science,2024-04-25 12:44:58,39.9510805,-75.200264
5,14,Data Science,2024-04-25 12:44:58,39.9529275,-75.1968475
5,16,Data Science,2024-04-25 13:28:28,39.9511965,-75.1975425
5,27,Networking,2024-04-25 12:44:58,39.952021,-75.1975185
5,30,Networking,2024-04-25 13:27:49,39.950017,-75.200279
5,30,Networking,2024-04-25 12:44:58,39.9508405,-75.195328
5,33,Data Science,2024-04-25 12:44:58,39.9539585,-75.195097
